location,year,plot,block,variety,inoculum,inocType,isolate,dt,odate,dap,syInc_dy,syinc_cum,myInc_obs,myInc_cum,myInc_dy,incAll4_dy,incAll4_cum,incAll4_obs,syInc_obs,germ_dy/dt,sy_dy/dt,can_cover
Live Oak,2020,317,3,TUF297,Grn-LE48,Grn,LE48,14,7/22/2020,68,0,0,0,0,0,0,0,0,0,0,0,72.36842105
Live Oak,2020,317,3,TUF297,Grn-LE48,Grn,LE48,14,8/5/2020,82,0,0,15,15,15,15,15,15,0,1.071428571,0,100
Live Oak,2020,317,3,TUF297,Grn-LE48,Grn,LE48,14,8/19/2020,96,0,0,5,20,5,5,20,5,0,0.357142857,0,100
Live Oak,2020,317,3,TUF297,Grn-LE48,Grn,LE48,14,9/2/2020,110,0,0,0,20,0,0,20,0,0,0,0,100
Live Oak,2020,317,3,TUF297,Grn-LE48,Grn,LE48,20,9/22/2020,130,25,25,0,20,0,20,40,25,25,0,1.25,100
Live Oak,2020,318,3,TUF297,Control,Con,0,54,7/8/2020,54,0,0,0,0,0,0,0,0,0,0,0,82.89473684
Live Oak,2020,318,3,TUF297,Control,Con,0,14,7/22/2020,68,0,0,15,15,15,15,15,15,0,1.071428571,0,100
Live Oak,2020,318,3,TUF297,Control,Con,0,14,8/5/2020,82,0,0,20,30,15,15,30,20,0,1.071428571,0,97
Live Oak,2020,318,3,TUF297,Control,Con,0,14,8/19/2020,96,0,0,10,40,10,10,40,10,0,0.714285714,0,100
Live Oak,2020,318,3,TUF297,Control,Con,0,14,9/2/2020,110,0,0,0,40,0,0,40,0,0,0,0,100
Live Oak,2020,318,3,TUF297,Control,Con,0,20,9/22/2020,130,30,30,0,40,0,15,55,30,30,0,1.5,100
Live Oak,2020,319,3,TUF297,Scl-JA25,Scl,JAMA225,54,7/8/2020,54,0,0,0,0,0,0,0,0,0,0,0,70.39473684
Live Oak,2020,319,3,TUF297,Scl-JA25,Scl,JAMA225,14,7/22/2020,68,0,0,5,5,5,5,5,5,0,0.357142857,0,100
Live Oak,2020,319,3,TUF297,Scl-JA25,Scl,JAMA225,14,8/5/2020,82,5,5,40,40,35,35,40,40,5,2.5,0.357142857,98
Live Oak,2020,319,3,TUF297,Scl-JA25,Scl,JAMA225,14,8/19/2020,96,0,5,0,40,0,0,40,0,0,0,0,100
Live Oak,2020,319,3,TUF297,Scl-JA25,Scl,JAMA225,14,9/2/2020,110,0,5,0,40,0,0,40,0,0,0,0,100
Live Oak,2020,319,3,TUF297,Scl-JA25,Scl,JAMA225,20,9/22/2020,130,0,5,0,40,0,0,40,0,0,0,0,100
Live Oak,2020,320,3,TUF297,Cont-Grn,G_c,0,54,7/8/2020,54,0,0,0,0,0,0,0,0,0,0,0,73.02631579
Live Oak,2020,320,3,TUF297,Cont-Grn,G_c,0,14,7/22/2020,68,0,0,5,5,5,5,5,5,0,0.357142857,0,100
Live Oak,2020,320,3,TUF297,Cont-Grn,G_c,0,14,8/5/2020,82,5,5,30,30,25,25,30,30,5,1.785714286,0.357142857,95
Live Oak,2020,320,3,TUF297,Cont-Grn,G_c,0,14,8/19/2020,96,0,5,10,30,0,0,30,10,0,0,0,100
Live Oak,2020,320,3,TUF297,Cont-Grn,G_c,0,14,9/2/2020,110,0,5,10,35,5,5,35,10,0,0.357142857,0,100
Live Oak,2020,320,3,TUF297,Cont-Grn,G_c,0,20,9/22/2020,130,10,15,0,35,0,5,40,10,10,0,0.5,100
Live Oak,2020,321,3,TUF297,Grn-JA25,Grn,JAMA225,54,7/8/2020,54,0,0,0,0,0,0,0,0,0,0,0,57.23684211
Live Oak,2020,321,3,TUF297,Grn-JA25,Grn,JAMA225,14,7/22/2020,68,0,0,0,0,0,0,0,0,0,0,0,97.36842105
Live Oak,2020,321,3,TUF297,Grn-JA25,Grn,JAMA225,14,8/5/2020,82,0,0,20,20,20,20,20,20,0,1.428571429,0,95
Live Oak,2020,321,3,TUF297,Grn-JA25,Grn,JAMA225,14,8/19/2020,96,0,0,5,25,5,5,25,5,0,0.357142857,0,100
Live Oak,2020,321,3,TUF297,Grn-JA25,Grn,JAMA225,14,9/2/2020,110,0,0,0,25,0,0,25,0,0,0,0,100
Live Oak,2020,321,3,TUF297,Grn-JA25,Grn,JAMA225,20,9/22/2020,130,5,5,0,25,0,5,30,5,5,0,0.25,100
Live Oak,2020,401,4,GA06G,Grn-JA25,Grn,JAMA225,54,7/8/2020,54,0,0,0,0,0,0,0,0,0,0,0,55.92105263
Live Oak,2020,401,4,GA06G,Grn-JA25,Grn,JAMA225,14,7/22/2020,68,0,0,5,5,5,5,5,5,0,0.357142857,0,72.36842105
Live Oak,2020,401,4,GA06G,Grn-JA25,Grn,JAMA225,14,8/5/2020,82,0,0,65,65,60,60,65,65,0,4.285714286,0,98
Live Oak,2020,401,4,GA06G,Grn-JA25,Grn,JAMA225,14,8/19/2020,96,5,5,25,75,10,10,75,25,5,0.714285714,0.357142857,100
Live Oak,2020,401,4,GA06G,Grn-JA25,Grn,JAMA225,14,9/2/2020,110,25,30,50,85,10,10,85,25,25,0.714285714,1.785714286,100
Live Oak,2020,401,4,GA06G,Grn-JA25,Grn,JAMA225,20,9/22/2020,130,25,55,0,85,0,0,85,25,25,0,1.25,100
Live Oak,2020,402,4,GA06G,Control,Con,0,54,7/8/2020,54,0,0,0,0,0,0,0,0,0,0,0,69.07894737
Live Oak,2020,402,4,GA06G,Control,Con,0,14,7/22/2020,68,0,0,0,0,0,0,0,0,0,0,0,76.31578947
Live Oak,2020,402,4,GA06G,Control,Con,0,14,8/5/2020,82,15,15,75,75,75,75,75,75,15,5.357142857,1.071428571,100
Live Oak,2020,402,4,GA06G,Control,Con,0,14,8/19/2020,96,0,15,10,80,5,5,80,10,0,0.357142857,0,100
Live Oak,2020,402,4,GA06G,Control,Con,0,14,9/2/2020,110,10,25,15,80,0,0,80,15,10,0,0.714285714,100
Live Oak,2020,402,4,GA06G,Control,Con,0,20,9/22/2020,130,15,40,0,80,0,0,80,20,20,0,0.75,100
Live Oak,2020,403,4,GA06G,Scl-JA25,Scl,JAMA225,54,7/8/2020,54,0,0,0,0,0,0,0,0,0,0,0,46.71052632
Live Oak,2020,403,4,GA06G,Scl-JA25,Scl,JAMA225,14,7/22/2020,68,0,0,0,0,0,0,0,0,0,0,0,75.65789474
Live Oak,2020,403,4,GA06G,Scl-JA25,Scl,JAMA225,14,8/5/2020,82,10,10,40,40,40,40,40,40,10,2.857142857,0.714285714,100
Live Oak,2020,403,4,GA06G,Scl-JA25,Scl,JAMA225,14,8/19/2020,96,0,10,15,55,15,15,55,15,0,1.071428571,0,100
Live Oak,2020,403,4,GA06G,Scl-JA25,Scl,JAMA225,14,9/2/2020,110,10,20,10,60,5,10,65,20,10,0.357142857,0.714285714,100
Live Oak,2020,403,4,GA06G,Scl-JA25,Scl,JAMA225,20,9/22/2020,130,35,55,0,60,0,10,75,40,40,0,1.75,100
Live Oak,2020,405,4,GA06G,Scl-LE48,Scl,LE48,54,7/8/2020,54,0,0,0,0,0,0,0,0,0,0,0,56.57894737
Live Oak,2020,405,4,GA06G,Scl-LE48,Scl,LE48,14,7/22/2020,68,0,0,5,5,5,5,5,5,0,0.357142857,0,80.92105263
Live Oak,2020,405,4,GA06G,Scl-LE48,Scl,LE48,14,8/5/2020,82,0,0,20,20,15,15,20,20,0,1.071428571,0,98
Live Oak,2020,405,4,GA06G,Scl-LE48,Scl,LE48,14,8/19/2020,96,0,0,25,40,20,20,40,25,0,1.428571429,0,100
Live Oak,2020,405,4,GA06G,Scl-LE48,Scl,LE48,14,9/2/2020,110,0,0,10,45,5,5,45,10,0,0.357142857,0,100
Live Oak,2020,405,4,GA06G,Scl-LE48,Scl,LE48,20,9/22/2020,130,15,15,0,45,0,5,50,15,15,0,0.75,100
Live Oak,2020,406,4,GA06G,Grn-LE48,Grn,LE48,54,7/8/2020,54,0,0,0,0,0,0,0,0,0,0,0,59.21052632
Live Oak,2020,406,4,GA06G,Grn-LE48,Grn,LE48,14,7/22/2020,68,0,0,0,0,0,0,0,0,0,0,0,73.68421053
Live Oak,2020,406,4,GA06G,Grn-LE48,Grn,LE48,14,8/5/2020,82,5,5,35,35,35,35,35,35,5,2.5,0.357142857,95
Live Oak,2020,406,4,GA06G,Grn-LE48,Grn,LE48,14,8/19/2020,96,20,25,40,45,10,10,45,40,25,0.714285714,1.428571429,100
Live Oak,2020,406,4,GA06G,Grn-LE48,Grn,LE48,14,9/2/2020,110,20,45,20,65,20,25,70,50,40,1.428571429,1.428571429,100
Live Oak,2020,406,4,GA06G,Grn-LE48,Grn,LE48,20,9/22/2020,130,35,80,0,65,0,15,85,70,70,0,1.75,100
Live Oak,2020,408,4,GA06G,Grn-MA22,Grn,MA22,54,7/8/2020,54,0,0,0,0,0,0,0,0,0,0,0,59.86842105
Live Oak,2020,408,4,GA06G,Grn-MA22,Grn,MA22,14,7/22/2020,68,0,0,0,0,0,0,0,0,0,0,0,90.13157895
Live Oak,2020,408,4,GA06G,Grn-MA22,Grn,MA22,14,8/5/2020,82,30,30,75,75,75,75,75,75,30,5.357142857,2.142857143,98
Live Oak,2020,408,4,GA06G,Grn-MA22,Grn,MA22,14,8/19/2020,96,20,50,60,85,10,10,85,65,45,0.714285714,1.428571429,100
Live Oak,2020,408,4,GA06G,Grn-MA22,Grn,MA22,14,9/2/2020,110,25,75,35,90,5,5,90,65,65,0.357142857,1.785714286,100
Live Oak,2020,408,4,GA06G,Grn-MA22,Grn,MA22,20,9/22/2020,130,10,85,0,90,0,0,90,60,60,0,0.5,100
Live Oak,2020,410,4,GA06G,Scl-MA22,Scl,MA22,54,7/8/2020,54,0,0,0,0,0,0,0,0,0,0,0,68.42105263
Live Oak,2020,410,4,GA06G,Scl-MA22,Scl,MA22,14,7/22/2020,68,0,0,10,10,10,10,10,10,0,0.714285714,0,86.18421053
Live Oak,2020,410,4,GA06G,Scl-MA22,Scl,MA22,14,8/5/2020,82,10,10,40,45,35,35,45,40,10,2.5,0.714285714,100
Live Oak,2020,410,4,GA06G,Scl-MA22,Scl,MA22,14,8/19/2020,96,25,35,55,70,25,30,75,65,35,1.785714286,1.785714286,100
Live Oak,2020,410,4,GA06G,Scl-MA22,Scl,MA22,14,9/2/2020,110,20,55,25,70,0,5,80,45,45,0,1.428571429,100
Live Oak,2020,410,4,GA06G,Scl-MA22,Scl,MA22,20,9/22/2020,130,5,60,0,70,0,0,80,35,35,0,0.25,100
Live Oak,2020,411,4,GA06G,Cont-Grn,G_c,0,54,7/8/2020,54,0,0,0,0,0,0,0,0,0,0,0,59.86842105
Live Oak,2020,411,4,GA06G,Cont-Grn,G_c,0,14,7/22/2020,68,0,0,20,20,20,20,20,20,0,1.428571429,0,84.86842105
Live Oak,2020,411,4,GA06G,Cont-Grn,G_c,0,14,8/5/2020,82,15,15,55,65,45,45,65,55,15,3.214285714,1.071428571,99
Live Oak,2020,411,4,GA06G,Cont-Grn,G_c,0,14,8/19/2020,96,25,40,20,70,5,10,75,40,35,0.357142857,1.785714286,100
Live Oak,2020,411,4,GA06G,Cont-Grn,G_c,0,14,9/2/2020,110,10,50,20,75,5,5,80,25,10,0.357142857,0.714285714,100
Live Oak,2020,411,4,GA06G,Cont-Grn,G_c,0,20,9/22/2020,130,10,60,0,75,0,0,80,30,30,0,0.5,100
Live Oak,2020,412,4,TUF297,Control,Con,0,54,7/8/2020,54,0,0,0,0,0,0,0,0,0,0,0,59.86842105
Live Oak,2020,412,4,TUF297,Control,Con,0,14,7/22/2020,68,0,0,0,0,0,0,0,0,0,0,0,86.84210526
Live Oak,2020,412,4,TUF297,Control,Con,0,14,8/5/2020,82,0,0,0,0,0,0,0,0,0,0,0,100
Live Oak,2020,412,4,TUF297,Control,Con,0,14,8/19/2020,96,0,0,5,5,5,5,5,5,0,0.357142857,0,100
Live Oak,2020,412,4,TUF297,Control,Con,0,14,9/2/2020,110,0,0,0,5,0,0,5,0,0,0,0,100
Live Oak,2020,412,4,TUF297,Control,Con,0,20,9/22/2020,130,0,0,0,5,0,0,5,0,0,0,0,100
Live Oak,2020,413,4,TUF297,Scl-JA25,Scl,JAMA225,54,7/8/2020,54,0,0,0,0,0,0,0,0,0,0,0,59.86842105
Live Oak,2020,413,4,TUF297,Scl-JA25,Scl,JAMA225,14,7/22/2020,68,0,0,0,0,0,0,0,0,0,0,0,93.42105263
Live Oak,2020,413,4,TUF297,Scl-JA25,Scl,JAMA225,14,8/5/2020,82,0,0,10,10,10,10,10,10,0,0.714285714,0,96
Live Oak,2020,413,4,TUF297,Scl-JA25,Scl,JAMA225,14,8/19/2020,96,0,0,20,25,15,15,25,20,0,1.071428571,0,100
Live Oak,2020,413,4,TUF297,Scl-JA25,Scl,JAMA225,14,9/2/2020,110,0,0,0,25,0,0,25,0,0,0,0,100
Live Oak,2020,413,4,TUF297,Scl-JA25,Scl,JAMA225,20,9/22/2020,130,0,0,0,25,0,0,25,0,0,0,0,100
Live Oak,2020,414,4,TUF297,Cont-Grn,G_c,0,54,7/8/2020,54,0,0,0,0,0,0,0,0,0,0,0,47.36842105
Live Oak,2020,414,4,TUF297,Cont-Grn,G_c,0,14,7/22/2020,68,0,0,0,0,0,0,0,0,0,0,0,90.13157895
Live Oak,2020,414,4,TUF297,Cont-Grn,G_c,0,14,8/5/2020,82,0,0,0,0,0,0,0,0,0,0,0,96
Live Oak,2020,414,4,TUF297,Cont-Grn,G_c,0,14,8/19/2020,96,0,0,15,15,15,15,15,15,0,1.071428571,0,100
Live Oak,2020,414,4,TUF297,Cont-Grn,G_c,0,14,9/2/2020,110,0,0,0,15,0,0,15,0,0,0,0,100
Live Oak,2020,414,4,TUF297,Cont-Grn,G_c,0,20,9/22/2020,130,5,5,0,15,0,0,15,5,5,0,0.25,100
Live Oak,2020,415,4,TUF297,Grn-LE48,Grn,LE48,54,7/8/2020,54,0,0,0,0,0,0,0,0,0,0,0,42.10526316
Live Oak,2020,415,4,TUF297,Grn-LE48,Grn,LE48,14,7/22/2020,68,0,0,0,0,0,0,0,0,0,0,0,73.02631579
Live Oak,2020,415,4,TUF297,Grn-LE48,Grn,LE48,14,8/5/2020,82,0,0,10,10,10,10,10,10,0,0.714285714,0,96
Live Oak,2020,415,4,TUF297,Grn-LE48,Grn,LE48,14,8/19/2020,96,0,0,20,25,15,15,25,20,0,1.071428571,0,100
Live Oak,2020,415,4,TUF297,Grn-LE48,Grn,LE48,14,9/2/2020,110,0,0,5,30,5,5,30,5,0,0.357142857,0,100
Live Oak,2020,415,4,TUF297,Grn-LE48,Grn,LE48,20,9/22/2020,130,10,10,0,30,0,10,40,10,10,0,0.5,100
Live Oak,2020,416,4,TUF297,Scl-MA22,Scl,MA22,54,7/8/2020,54,0,0,0,0,0,0,0,0,0,0,0,39.47368421
Live Oak,2020,416,4,TUF297,Scl-MA22,Scl,MA22,14,7/22/2020,68,0,0,0,0,0,0,0,0,0,0,0,90.13157895
Live Oak,2020,416,4,TUF297,Scl-MA22,Scl,MA22,14,8/5/2020,82,0,0,0,0,0,0,0,0,0,0,0,98
Live Oak,2020,416,4,TUF297,Scl-MA22,Scl,MA22,14,8/19/2020,96,0,0,5,5,5,5,5,5,0,0.357142857,0,100
Live Oak,2020,416,4,TUF297,Scl-MA22,Scl,MA22,14,9/2/2020,110,0,0,0,5,0,0,5,0,0,0,0,100
Live Oak,2020,416,4,TUF297,Scl-MA22,Scl,MA22,20,9/22/2020,130,0,0,0,5,0,0,5,0,0,0,0,100
Live Oak,2020,417,4,TUF297,Grn-MA22,Grn,MA22,54,7/8/2020,54,0,0,0,0,0,0,0,0,0,0,0,55.26315789
Live Oak,2020,417,4,TUF297,Grn-MA22,Grn,MA22,14,7/22/2020,68,0,0,0,0,0,0,0,0,0,0,0,85.52631579
Live Oak,2020,417,4,TUF297,Grn-MA22,Grn,MA22,14,8/5/2020,82,0,0,5,5,5,5,5,5,0,0.357142857,0,100
Live Oak,2020,417,4,TUF297,Grn-MA22,Grn,MA22,14,8/19/2020,96,0,0,10,15,10,10,15,10,0,0.714285714,0,100
Live Oak,2020,417,4,TUF297,Grn-MA22,Grn,MA22,14,9/2/2020,110,0,0,0,15,0,0,15,0,0,0,0,100
Live Oak,2020,417,4,TUF297,Grn-MA22,Grn,MA22,20,9/22/2020,130,20,20,0,15,0,15,30,20,20,0,1,100
Live Oak,2020,421,4,TUF297,Grn-JA25,Grn,JAMA225,54,7/8/2020,54,0,0,0,0,0,0,0,0,0,0,0,61.18421053
Live Oak,2020,421,4,TUF297,Grn-JA25,Grn,JAMA225,14,7/22/2020,68,0,0,5,5,5,5,5,5,0,0.357142857,0,94.73684211
Live Oak,2020,421,4,TUF297,Grn-JA25,Grn,JAMA225,14,8/5/2020,82,0,0,25,25,20,20,25,25,0,1.428571429,0,97
Live Oak,2020,421,4,TUF297,Grn-JA25,Grn,JAMA225,14,8/19/2020,96,0,0,25,35,10,10,35,25,0,0.714285714,0,100
Live Oak,2020,421,4,TUF297,Grn-JA25,Grn,JAMA225,14,9/2/2020,110,0,0,5,35,0,0,35,5,0,0,0,100
Live Oak,2020,421,4,TUF297,Grn-JA25,Grn,JAMA225,20,9/22/2020,130,15,15,0,35,0,10,45,15,15,0,0.75,100
Live Oak,2020,422,4,TUF297,Scl-LE48,Scl,LE48,54,7/8/2020,54,0,0,0,0,0,0,0,0,0,0,0,57.23684211
Live Oak,2020,422,4,TUF297,Scl-LE48,Scl,LE48,14,7/22/2020,68,0,0,0,0,0,0,0,0,0,0,0,96.71052632
Live Oak,2020,422,4,TUF297,Scl-LE48,Scl,LE48,14,8/5/2020,82,0,0,15,15,15,15,15,15,0,1.071428571,0,96
Live Oak,2020,422,4,TUF297,Scl-LE48,Scl,LE48,14,8/19/2020,96,0,0,25,35,20,20,35,25,0,1.428571429,0,100
Live Oak,2020,422,4,TUF297,Scl-LE48,Scl,LE48,14,9/2/2020,110,0,0,10,40,5,5,40,10,0,0.357142857,0,100
Live Oak,2020,422,4,TUF297,Scl-LE48,Scl,LE48,20,9/22/2020,130,0,0,0,40,0,0,40,0,0,0,0,100
Marianna,2019,101,1,TUF297,Scl-JA25,Scl,JAMA225,42,7/3/2019,42,0,0,0,0,0,0,0,0,0,0,0,
Marianna,2019,101,1,TUF297,Scl-JA25,Scl,JAMA225,9,7/12/2019,51,5,5,5,5,5,10,10,10,5,0.555555556,0.555555556,
Marianna,2019,101,1,TUF297,Scl-JA25,Scl,JAMA225,12,7/24/2019,63,25,30,45,45,40,60,70,65,25,3.333333333,2.083333333,
Marianna,2019,101,1,TUF297,Scl-JA25,Scl,JAMA225,15,8/8/2019,78,35,65,5,45,0,30,100,45,45,0,2.333333333,
Marianna,2019,101,1,TUF297,Scl-JA25,Scl,JAMA225,15,8/23/2019,93,10,75,10,50,5,0,100,25,25,0.333333333,0.666666667,
Marianna,2019,101,1,TUF297,Scl-JA25,Scl,JAMA225,13,9/5/2019,106,0,75,0,50,0,0,100,20,20,0,0,
Marianna,2019,101,1,TUF297,Scl-JA25,Scl,JAMA225,15,9/20/2019,121,0,75,10,50,0,0,100,10,5,0,0,
Marianna,2019,101,1,TUF297,Scl-JA25,Scl,JAMA225,12,10/2/2019,133,20,95,10,60,10,0,100,70,70,0.833333333,1.666666667,
Marianna,2019,102,1,TUF297,Control,Con,0,42,7/3/2019,42,0,0,0,0,0,0,0,0,0,0,0,
Marianna,2019,102,1,TUF297,Control,Con,0,9,7/12/2019,51,0,0,0,0,0,0,0,0,0,0,0,
Marianna,2019,102,1,TUF297,Control,Con,0,12,7/24/2019,63,0,0,5,5,5,5,5,5,0,0.416666667,0,
Marianna,2019,102,1,TUF297,Control,Con,0,15,8/8/2019,78,40,40,30,35,30,45,50,50,40,2,2.666666667,
Marianna,2019,102,1,TUF297,Control,Con,0,15,8/23/2019,93,0,40,0,35,0,0,50,0,0,0,0,
Marianna,2019,102,1,TUF297,Control,Con,0,13,9/5/2019,106,15,55,10,45,10,10,60,15,15,0.769230769,1.153846154,
Marianna,2019,102,1,TUF297,Control,Con,0,15,9/20/2019,121,0,55,5,50,5,5,65,5,0,0.333333333,0,
Marianna,2019,102,1,TUF297,Control,Con,0,12,10/2/2019,133,15,70,5,55,5,10,75,30,30,0.416666667,1.25,
Marianna,2019,103,1,TUF297,Scl-MA22,Scl,MA22,42,7/3/2019,42,0,0,0,0,0,0,0,0,0,0,0,
Marianna,2019,103,1,TUF297,Scl-MA22,Scl,MA22,9,7/12/2019,51,0,0,0,0,0,0,0,0,0,0,0,
Marianna,2019,103,1,TUF297,Scl-MA22,Scl,MA22,12,7/24/2019,63,15,15,35,35,35,35,35,35,15,2.916666667,1.25,
Marianna,2019,103,1,TUF297,Scl-MA22,Scl,MA22,15,8/8/2019,78,25,40,20,45,10,20,55,30,25,0.666666667,1.666666667,
Marianna,2019,103,1,TUF297,Scl-MA22,Scl,MA22,15,8/23/2019,93,25,65,40,75,30,25,80,40,30,2,1.666666667,
Marianna,2019,103,1,TUF297,Scl-MA22,Scl,MA22,13,9/5/2019,106,10,75,15,80,5,10,90,25,20,0.384615385,0.769230769,
Marianna,2019,103,1,TUF297,Scl-MA22,Scl,MA22,15,9/20/2019,121,0,75,5,80,0,0,90,5,0,0,0,
Marianna,2019,103,1,TUF297,Scl-MA22,Scl,MA22,12,10/2/2019,133,5,80,5,85,5,5,95,25,45,0.416666667,2.5,
Marianna,2019,104,1,TUF297,Scl-LE48,Scl,LE48,42,7/3/2019,42,0,0,0,0,0,0,0,0,0,0,0,
Marianna,2019,104,1,TUF297,Scl-LE48,Scl,LE48,9,7/12/2019,51,0,0,0,0,0,0,0,0,0,0,0,
Marianna,2019,104,1,TUF297,Scl-LE48,Scl,LE48,12,7/24/2019,63,0,0,10,10,10,10,10,10,0,0.833333333,0,
Marianna,2019,104,1,TUF297,Scl-LE48,Scl,LE48,15,8/8/2019,78,5,5,0,10,0,5,15,5,5,0,0.333333333,
Marianna,2019,104,1,TUF297,Scl-LE48,Scl,LE48,15,8/23/2019,93,10,15,20,25,15,15,30,20,10,1,0.666666667,
Marianna,2019,104,1,TUF297,Scl-LE48,Scl,LE48,13,9/5/2019,106,20,35,20,40,15,20,50,25,25,1.153846154,1.538461538,
Marianna,2019,104,1,TUF297,Scl-LE48,Scl,LE48,15,9/20/2019,121,0,35,10,45,5,5,55,10,0,0.333333333,0,
Marianna,2019,104,1,TUF297,Scl-LE48,Scl,LE48,12,10/2/2019,133,10,45,10,55,10,10,65,15,15,0.833333333,0.833333333,
Marianna,2019,105,1,TUF297,Cont-Grn,G_c,0,42,7/3/2019,42,0,0,0,0,0,0,0,0,0,0,0,
Marianna,2019,105,1,TUF297,Cont-Grn,G_c,0,9,7/12/2019,51,0,0,0,0,0,0,0,0,0,0,0,
Marianna,2019,105,1,TUF297,Cont-Grn,G_c,0,12,7/24/2019,63,0,0,5,5,5,5,5,5,0,0.416666667,0,
Marianna,2019,105,1,TUF297,Cont-Grn,G_c,0,15,8/8/2019,78,0,0,0,5,0,0,5,0,0,0,0,
Marianna,2019,105,1,TUF297,Cont-Grn,G_c,0,15,8/23/2019,93,5,5,10,15,10,10,15,10,5,0.666666667,0.333333333,
Marianna,2019,105,1,TUF297,Cont-Grn,G_c,0,13,9/5/2019,106,5,10,0,15,0,5,20,5,5,0,0.384615385,
Marianna,2019,105,1,TUF297,Cont-Grn,G_c,0,15,9/20/2019,121,0,10,5,20,5,5,25,5,0,0.333333333,0,
Marianna,2019,105,1,TUF297,Cont-Grn,G_c,0,12,10/2/2019,133,40,50,10,30,10,40,65,45,45,0.833333333,3.333333333,
Marianna,2019,106,1,TUF297,Grn-LE48,Grn,LE48,42,7/3/2019,42,0,0,0,0,0,0,0,0,0,0,0,
Marianna,2019,106,1,TUF297,Grn-LE48,Grn,LE48,9,7/12/2019,51,0,0,0,0,0,0,0,0,0,0,0,
Marianna,2019,106,1,TUF297,Grn-LE48,Grn,LE48,12,7/24/2019,63,0,0,50,50,50,50,50,50,0,4.166666667,0,
Marianna,2019,106,1,TUF297,Grn-LE48,Grn,LE48,15,8/8/2019,78,25,25,5,50,0,10,60,25,25,0,1.666666667,
Marianna,2019,106,1,TUF297,Grn-LE48,Grn,LE48,15,8/23/2019,93,5,30,30,60,10,5,65,40,25,0.666666667,0.333333333,
Marianna,2019,106,1,TUF297,Grn-LE48,Grn,LE48,13,9/5/2019,106,0,30,10,65,5,5,70,20,15,0.384615385,0,
Marianna,2019,106,1,TUF297,Grn-LE48,Grn,LE48,15,9/20/2019,121,15,45,25,80,15,15,85,50,40,1,1,
Marianna,2019,106,1,TUF297,Grn-LE48,Grn,LE48,12,10/2/2019,133,10,55,10,80,0,5,90,35,30,0,0.833333333,
Marianna,2019,107,1,TUF297,Grn-MA22,Grn,MA22,42,7/3/2019,42,0,0,0,0,0,0,0,0,0,0,0,
Marianna,2019,107,1,TUF297,Grn-MA22,Grn,MA22,9,7/12/2019,51,0,0,0,0,0,0,0,0,0,0,0,
Marianna,2019,107,1,TUF297,Grn-MA22,Grn,MA22,12,7/24/2019,63,0,0,10,10,10,10,10,10,0,0.833333333,0,
Marianna,2019,107,1,TUF297,Grn-MA22,Grn,MA22,15,8/8/2019,78,0,0,0,10,0,0,10,0,0,0,0,
Marianna,2019,107,1,TUF297,Grn-MA22,Grn,MA22,15,8/23/2019,93,10,10,10,15,5,10,20,15,10,0.333333333,0.666666667,
Marianna,2019,107,1,TUF297,Grn-MA22,Grn,MA22,13,9/5/2019,106,15,25,0,15,0,10,30,15,15,0,1.153846154,
Marianna,2019,107,1,TUF297,Grn-MA22,Grn,MA22,15,9/20/2019,121,5,30,20,30,15,10,40,20,10,1,0.333333333,
Marianna,2019,107,1,TUF297,Grn-MA22,Grn,MA22,12,10/2/2019,133,10,40,5,35,5,10,50,20,20,0.416666667,0.833333333,
Marianna,2019,108,1,TUF297,Grn-JA25,Grn,JAMA225,42,7/3/2019,42,0,0,0,0,0,0,0,0,0,0,0,
Marianna,2019,108,1,TUF297,Grn-JA25,Grn,JAMA225,9,7/12/2019,51,0,0,0,0,0,0,0,0,0,0,0,
Marianna,2019,108,1,TUF297,Grn-JA25,Grn,JAMA225,12,7/24/2019,63,0,0,5,5,5,5,5,5,0,0.416666667,0,
Marianna,2019,108,1,TUF297,Grn-JA25,Grn,JAMA225,15,8/8/2019,78,15,15,0,5,0,15,20,15,15,0,1,
Marianna,2019,108,1,TUF297,Grn-JA25,Grn,JAMA225,15,8/23/2019,93,15,30,25,30,25,20,40,25,20,1.666666667,1,
Marianna,2019,108,1,TUF297,Grn-JA25,Grn,JAMA225,13,9/5/2019,106,25,55,30,50,20,30,70,55,45,1.538461538,1.923076923,
Marianna,2019,108,1,TUF297,Grn-JA25,Grn,JAMA225,15,9/20/2019,121,5,60,15,55,5,5,75,40,25,0.333333333,0.333333333,
Marianna,2019,108,1,TUF297,Grn-JA25,Grn,JAMA225,12,10/2/2019,133,0,60,5,55,0,0,75,50,45,0,0,
Marianna,2019,109,1,GA06G,Grn-MA22,Grn,MA22,42,7/3/2019,42,10,10,0,0,0,10,10,10,10,0,0.238095238,
Marianna,2019,109,1,GA06G,Grn-MA22,Grn,MA22,9,7/12/2019,51,10,20,0,0,0,10,20,15,15,0,1.111111111,
Marianna,2019,109,1,GA06G,Grn-MA22,Grn,MA22,12,7/24/2019,63,0,20,0,0,0,0,20,0,0,0,0,
Marianna,2019,109,1,GA06G,Grn-MA22,Grn,MA22,15,8/8/2019,78,25,45,5,5,5,25,45,45,45,0.333333333,1.666666667,
Marianna,2019,109,1,GA06G,Grn-MA22,Grn,MA22,15,8/23/2019,93,10,55,20,25,20,10,55,40,40,1.333333333,0.666666667,
